YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2022,5,27,7.3,4.53,8.38,3.97,0.64,2.26,0.45,18.35,138.68,,
2022,5,28,8.19,9.33,8.45,1.52,0.72,2.54,0.5,20.38,155.76,,
2022,5,29,8.6,10.98,8.97,1.34,0.76,2.55,0.51,20.8,157.96,,
2022,5,30,8.85,12.18,8.9,0.73,0.77,2.59,0.52,21.47,164.01,,
2022,5,31,8.88,12.01,8.97,0.74,0.78,2.55,0.51,21.28,162.7,,
2022,6,1,8.56,11.01,8.74,0.94,0.75,2.47,0.48,20.14,156.12,,
2022,6,2,7.73,6.67,8.61,2.72,0.68,2.38,0.47,19.17,144.83,,
2022,6,3,8.11,7.53,8.58,2.46,0.71,2.51,0.5,20.44,154.37,,
2022,6,4,8.21,9.11,8.48,1.92,0.72,2.59,0.52,20.48,156.77,,
2022,6,5,8.41,10.8,8.49,0.99,0.73,2.86,0.55,21.41,163.03,,
2022,6,6,8.39,10.24,8.56,1.38,0.73,2.75,0.54,21.01,160.49,,
2022,6,7,8.74,11.37,8.81,0.93,0.76,-999,0.53,21.33,162.91,,
2022,6,8,8.37,9.6,8.64,1.71,0.73,2.59,0.52,21.01,159.77,,
2022,6,9,7.73,7.24,8.48,2.85,0.67,2.57,0.51,19.66,148.74,,
2022,6,10,8.27,10.15,8.44,1.18,0.72,2.77,0.54,20.7,158.83,,
2022,6,11,8.49,10.74,8.66,1.03,0.73,2.78,0.55,21.04,160.97,,
2022,6,12,8.48,11.22,8.65,0.79,0.73,2.91,0.57,21.73,164.32,,
2022,6,13,8.9,11.9,9.02,0.78,0.77,2.89,0.56,21.8,165.66,,
2022,6,14,8.77,11.83,8.83,0.73,0.76,2.8,0.55,21.73,165.65,,
2022,6,15,8.8,11.5,8.93,0.86,0.77,2.84,0.55,21.33,163.27,,
2022,6,16,8.83,11.74,8.89,0.81,0.77,2.92,0.57,21.67,165.42,,
2022,6,17,6.2,5.01,9.02,3.24,0.54,2,0.4,16.12,117.83,,
2022,6,18,8.95,12.26,9.01,0.7,0.77,2.45,0.48,21.79,166.4,,
2022,6,19,8.9,11.89,8.98,0.81,0.77,2.34,0.47,21.45,164.38,,
2022,6,20,8.69,11.55,8.75,0.79,0.75,2.47,0.49,21.26,163.34,,
2022,6,21,8.64,10.75,8.73,1.01,0.75,2.44,0.48,20.73,160.07,,
2022,6,22,7.41,7.01,8.49,2.27,0.64,2.19,0.44,18.82,142.07,,
2022,6,23,8.56,10.76,8.72,1.15,0.74,2.49,0.49,21.2,161.46,,
2022,6,24,8.45,10.22,8.64,1.33,0.73,2.64,0.52,21.09,160.95,,
2022,6,25,8.68,11.52,8.75,0.86,0.75,2.88,0.56,21.46,164.2,,
2022,6,26,8.68,11.32,8.76,0.94,0.75,2.99,0.58,21.1,162.31,,
2022,6,27,8.75,11.41,8.81,0.94,0.76,3.08,0.59,21.26,163.21,,
2022,6,28,8.54,10.72,8.63,1.13,0.74,3.01,0.58,21.1,161.85,,
2022,6,29,8.52,10.86,8.67,1.04,0.74,2.98,0.58,21.4,162.8,,
2022,6,30,8.79,11.55,8.92,0.84,0.77,2.94,0.57,21.52,163.8,,
2022,7,1,8.57,10.72,8.73,1.25,0.75,2.86,0.55,21.16,161.65,,
2022,7,2,8.81,11.85,8.87,0.79,0.77,2.95,0.57,21.59,164.81,,
2022,7,3,8.71,11.82,8.77,0.77,0.76,2.88,0.56,21.62,164.88,,
2022,7,4,8.51,11.37,8.62,0.8,0.74,2.71,0.53,21.55,163.75,,
2022,7,5,8.48,11.28,8.6,0.84,0.74,2.72,0.53,21.54,163.33,,
2022,7,6,8.56,11.23,8.69,0.88,0.75,2.84,0.55,21.59,163.59,,
2022,7,7,8.68,11.94,8.72,0.67,0.76,3.02,0.59,21.74,165.16,,
2022,7,8,8.56,11,8.65,0.95,0.75,3.02,0.59,21.41,162.82,,
2022,7,9,8.8,11.92,8.87,0.76,0.77,3.03,0.59,21.55,163.66,,
2022,7,10,8.43,10.96,8.54,0.97,0.74,2.84,0.55,21.01,160.51,,
2022,7,11,8.52,11.25,8.59,0.88,0.75,2.88,0.56,21.27,162.14,,
2022,7,12,8.35,10.58,8.49,1.12,0.73,2.77,0.54,20.61,157.94,,
2022,7,13,8.51,10.92,8.64,0.99,0.75,2.88,0.56,20.84,159.26,,
2022,7,14,8.29,10.24,8.39,1.12,0.73,2.85,0.55,20.66,158.05,,
2022,7,15,8.1,9.67,8.28,1.34,0.72,2.77,0.54,20.12,154.44,,
2022,7,16,8.14,10.08,8.31,1.06,0.72,2.95,0.57,20.72,157.29,,
2022,7,17,7.73,8.9,8.15,1.53,0.69,2.73,0.53,19.58,149.56,,
2022,7,18,6.35,5.93,7.94,2.2,0.56,2.3,0.45,16.84,126.13,,
2022,7,19,8.06,10.1,8.22,1.16,0.72,2.71,0.53,20.32,155.5,,
2022,7,20,8.23,9.83,8.36,1.26,0.73,2.69,0.52,20.41,156.07,,
2022,7,21,8.35,10.63,8.43,1.17,0.75,2.78,0.54,20.51,157.12,,
2022,7,22,8.39,10.82,8.51,1.03,0.75,2.84,0.55,20.78,158.11,,
2022,7,23,8.4,11.28,8.43,0.87,0.76,2.8,0.55,20.75,158.6,,
2022,7,24,8.34,11.39,8.43,0.78,0.75,2.85,0.55,20.84,158.5,,
2022,7,25,8.34,11.08,8.46,0.86,0.76,2.89,0.56,20.96,158.12,,
2022,7,26,7.97,10.1,8.2,1.16,0.73,2.75,0.53,20.04,152.68,,
2022,7,27,8,10.01,8.05,1.1,0.73,2.7,0.52,19.9,153.2,,
2022,7,28,7.27,7.36,7.74,2.08,0.66,2.34,0.46,17.85,138.66,,
2022,7,29,7.57,8.39,7.75,1.55,0.7,2.43,0.48,18.81,145.62,,
2022,7,30,7.26,7.25,7.65,2.02,0.66,2.38,0.47,18.25,140.65,,
2022,7,31,5.52,3.46,7.48,2.99,0.51,1.94,0.38,14.74,109.8,,
2022,8,1,7.27,7.73,7.72,1.73,0.67,2.54,0.49,18.78,142.41,,
2022,8,2,7.48,8.27,7.7,1.53,0.69,2.66,0.52,19.23,146.57,,
2022,8,3,7.63,9.16,7.73,1.36,0.7,2.62,0.51,19.17,147.68,,
2022,8,4,6.57,5,7.54,2.8,0.61,2.36,0.46,16.96,128.41,,
2022,8,5,6.67,4.94,7.79,3.23,0.62,2.34,0.46,17.12,128.48,,
2022,8,6,8.03,10.98,8.09,0.87,0.75,2.71,0.53,19.93,152.36,,
2022,8,7,7.73,10.26,7.93,0.94,0.73,2.66,0.52,19.41,148.17,,
2022,8,8,7.61,9.35,7.71,1.11,0.72,2.59,0.5,19.28,147.37,,
2022,8,9,7.12,7.68,7.69,1.9,0.67,2.39,0.47,18.16,137.88,,
2022,8,10,7.88,10.77,7.95,0.81,0.75,2.65,0.52,19.59,149.48,,
2022,8,11,7.78,9.47,7.98,1.53,0.74,2.57,0.51,19.43,147.8,,
2022,8,12,7.83,10.73,7.88,0.88,0.75,2.59,0.51,19.42,148.86,,
2022,8,13,7.77,10.63,7.87,0.92,0.74,2.5,0.49,19.09,146.8,,
2022,8,14,7.79,10.33,7.98,0.99,0.75,2.5,0.49,19.12,145.74,,
2022,8,15,7.64,10.48,7.8,0.82,0.73,2.44,0.48,18.84,144.27,,
2022,8,16,7.34,9,7.44,1.26,0.71,2.4,0.47,18.21,140.8,,
2022,8,17,6.87,7.61,7.38,1.56,0.67,2.41,0.47,17.64,133.76,,
2022,8,18,7.38,9.77,7.39,1.02,0.72,2.41,0.47,18.38,142.22,,
2022,8,19,7.65,10.65,7.64,0.82,0.75,2.35,0.46,18.59,143.65,,
2022,8,20,7.49,10.18,7.52,0.95,0.73,2.25,0.45,18.31,141.76,,
2022,8,21,7.33,9.9,7.39,0.93,0.73,2.31,0.45,18.3,141.02,,
2022,8,22,7.34,9.93,7.43,0.96,0.73,2.3,0.45,18.16,139.95,,
2022,8,23,7.4,10.08,7.4,0.91,0.74,2.23,0.44,18.02,139.81,,
2022,8,24,7.34,10.2,7.34,0.83,0.73,2.26,0.45,18.11,139.98,,
2022,8,25,7.22,9.76,7.28,0.99,0.73,2.22,0.44,17.58,136.7,,
2022,8,26,7.4,10.5,7.37,0.76,0.75,2.31,0.45,18.09,139.46,,
2022,8,27,7.31,10.25,7.35,0.93,0.74,2.25,0.45,17.91,138.31,,
2022,8,28,7.24,10.26,7.23,0.8,0.74,2.2,0.43,17.79,137.77,,
2022,8,29,7.11,9.81,7.15,0.91,0.73,2.16,0.43,17.55,135.8,,
2022,8,30,7.22,10.12,7.21,0.82,0.75,2.27,0.45,17.62,136.48,,
2022,8,31,7.22,10.24,7.2,0.83,0.75,2.29,0.45,17.41,135.27,,
2022,9,1,6.95,9.32,7.02,0.97,0.73,2.23,0.44,16.93,131.62,,
2022,9,2,6.84,9.11,6.9,0.94,0.72,2.19,0.43,16.91,131,,
2022,9,3,6.74,9,6.76,1.05,0.71,2.13,0.42,16.73,130.27,,
2022,9,4,6.59,8.66,6.7,0.99,0.7,2.13,0.42,16.6,128.34,,
2022,9,5,6.59,8.48,6.64,1.13,0.7,2.09,0.41,16.51,128.27,,
2022,9,6,6.51,8.33,6.62,1.08,0.7,2.05,0.41,16.37,126.64,,
2022,9,7,6.32,7.99,6.67,1.05,0.68,1.97,0.39,15.66,120.97,,
2022,9,8,5.85,6.7,6.34,1.44,0.63,1.9,0.38,14.89,114.91,,
2022,9,9,4.69,3.67,6.12,2.35,0.52,1.55,0.3,11.93,91.91,,
2022,9,10,4.18,2.97,6.16,2.04,0.46,1.49,0.29,11.05,82.62,,
2022,9,11,5.82,6.14,6.23,1.71,0.64,1.84,0.36,14.82,113.97,,
2022,9,12,5.04,5.96,6.26,1.44,0.56,1.52,0.3,12.77,98.12,,
2022,9,13,5.73,6.81,6.4,1.55,0.64,1.69,0.34,14.07,108.88,,
2022,9,14,6.6,9.61,6.58,0.8,0.74,1.8,0.36,15.62,123.05,,
2022,9,15,6.51,9.58,6.5,0.77,0.73,1.73,0.34,15.59,122.66,,
2022,9,16,6.46,9.54,6.45,0.75,0.73,1.79,0.36,15.55,122.1,,
2022,9,17,6.42,9.39,6.4,0.81,0.73,1.84,0.37,15.37,120.76,,
2022,9,18,6.09,8.33,6.41,1.09,0.7,1.79,0.35,14.86,114.88,,
2022,9,19,4.63,5.07,6.22,1.62,0.54,1.46,0.29,11.95,90.02,,
2022,9,20,5.63,7.37,6.25,1.19,0.66,1.73,0.34,13.84,106.9,,
2022,9,21,6.31,9.59,6.3,0.72,0.74,1.77,0.35,14.96,117.92,,
2022,9,22,6.17,9.07,6.25,0.83,0.73,1.8,0.36,14.73,115.58,,
2022,9,23,6.14,9.08,6.26,0.77,0.73,1.8,0.35,14.52,113.82,,
2022,9,24,5.99,9.16,5.97,0.73,0.72,1.77,0.35,14.57,114.98,,
2022,9,25,5.92,9.12,5.91,0.72,0.72,1.76,0.35,14.53,114.28,,
2022,9,26,5.76,8.5,5.88,0.91,0.7,1.72,0.34,14.08,110.62,,
2022,9,27,5.99,9.1,6.05,0.8,0.73,1.73,0.34,14.13,111.15,,
2022,9,28,5.9,8.94,5.94,0.78,0.73,1.66,0.33,13.95,110.3,,
2022,9,29,5.89,9.19,5.88,0.75,0.73,1.57,0.31,13.82,109.84,,
2022,9,30,5.8,9.17,5.79,0.73,0.73,1.51,0.3,13.74,109.12,,
2022,10,1,5.8,9.57,5.79,0.56,0.73,1.47,0.3,13.83,109.6,,
2022,10,2,5.77,9.54,5.75,0.58,0.74,1.4,0.28,13.62,108.38,,
2022,10,3,5.68,9.23,5.72,0.62,0.73,1.38,0.27,13.2,105.31,,
2022,10,4,5.58,8.94,5.63,0.66,0.73,1.38,0.27,12.92,103.35,,
2022,10,5,5.5,8.55,5.52,0.75,0.72,1.36,0.27,12.8,102.66,,
2022,10,6,5.41,8.39,5.43,0.78,0.71,1.34,0.27,12.38,100.05,,
2022,10,7,5.41,8.68,5.4,0.7,0.72,1.3,0.27,12.38,100.24,,
2022,10,8,5.22,8.26,5.19,0.74,0.7,1.22,0.25,12.16,98.66,,
2022,10,9,5.21,8.37,5.23,0.71,0.7,1.21,0.24,12.16,98.07,,
2022,10,10,4.93,6.97,5.11,1,0.67,1.16,0.23,11.52,92.53,,
2022,10,11,5.2,8.09,5.19,0.83,0.72,1.1,0.22,11.54,94.45,,
2022,10,12,5.17,8.21,5.14,0.83,0.72,1.1,0.22,11.49,94.22,,
2022,10,13,4.85,7.3,5.05,0.99,0.68,1.15,0.23,11.03,89.48,,
2022,10,14,5.04,8.18,5.02,0.79,0.71,1.19,0.23,11.27,92.28,,
2022,10,15,5.09,8.31,5.07,0.76,0.73,1.12,0.23,11.27,92.17,,
2022,10,16,5.05,8.51,5.04,0.68,0.73,1.11,0.23,11.47,93.37,,
2022,10,17,4.97,8.03,4.99,0.87,0.72,1.06,0.21,11.04,90.45,,
2022,10,18,4.74,7.16,4.83,1.02,0.7,1.08,0.22,10.98,89.01,,
2022,10,19,4.74,7.47,4.76,0.79,0.7,1.09,0.22,11.09,89.86,,
2022,10,20,4.46,6.39,4.73,1.23,0.66,1.06,0.21,10.45,84.05,,
2022,10,21,4.77,8.33,4.74,0.63,0.72,1.01,0.2,10.76,88.32,,
2022,10,22,3.85,4.35,4.7,1.88,0.59,0.97,0.19,9.45,73.39,,
2022,10,23,5.02,9.46,4.99,0.52,0.77,1.09,0.22,11.11,90.48,,
2022,10,24,4.84,9,4.8,0.55,0.75,1.02,0.2,10.7,87.95,,
2022,10,25,4.72,8.68,4.71,0.66,0.73,1.05,0.21,10.73,87.39,,
2022,10,26,4.72,8.84,4.71,0.62,0.74,1,0.2,10.53,86.3,,
2022,10,27,4.59,8.52,4.54,0.58,0.73,0.85,0.17,9.95,82.96,,
2022,10,28,4.05,5.29,4.55,1.66,0.65,0.89,0.17,9.04,72.94,,
2022,10,29,4.47,7.96,4.47,0.7,0.72,0.88,0.18,9.8,81.23,,
2022,10,30,4.47,8.22,4.46,0.56,0.73,0.86,0.17,9.93,81.91,,
2022,10,31,2.94,2.11,4.32,1.88,0.48,0.72,0.14,7.16,54.32,,
2022,11,1,3.83,5.63,4.35,1.11,0.63,0.81,0.16,8.78,70.26,,
2022,11,2,3.94,6.13,4.44,1.04,0.66,0.77,0.16,9.02,72.32,,
2022,11,3,3.44,5.82,4.42,1.04,0.58,0.61,0.12,7.8,62.18,,
2022,11,4,3.74,3.7,4.31,1.96,0.63,0.79,0.16,8.64,68.13,,
2022,11,5,4.03,6.62,4.24,1.14,0.7,0.86,0.17,9.08,74.17,,
2022,11,6,3.32,4.98,4.08,1.2,0.58,0.77,0.16,7.95,62.98,,
2022,11,7,1.69,1.19,4.07,1.19,0.3,0.5,0.1,4.66,32.95,,
2022,11,8,1.7,2.07,4.06,0.91,0.3,0.38,0.08,4.38,32.7,,
2022,11,9,3.79,7.19,4.15,0.75,0.67,0.62,0.12,8.37,68.77,,
2022,11,10,3.83,7.37,4.16,0.74,0.69,0.66,0.13,8.32,68.62,,
2022,11,11,3.62,4.52,4.08,1.67,0.66,0.66,0.13,7.95,64.51,,
2022,11,12,4,8.04,3.96,0.55,0.73,0.67,0.13,8.37,71.05,,
2022,11,13,3.73,6.99,3.98,0.73,0.69,0.64,0.13,8.04,66.7,,
2022,11,14,3.96,8,3.93,0.54,0.73,0.64,0.13,8.28,70.26,,
2022,11,15,3.89,7.78,3.85,0.58,0.73,0.59,0.12,8.02,68.44,,
2022,11,16,4,8.46,3.97,0.45,0.76,0.61,0.12,8.43,71.14,,
2022,11,17,3.91,7.92,3.93,0.55,0.74,0.63,0.12,8.14,68.75,,
2022,11,18,3.46,5.95,3.71,0.93,0.66,0.55,0.11,7.56,62.85,,
2022,11,19,3.88,7.85,3.86,0.55,0.75,0.54,0.11,7.87,67.15,,
2022,11,20,3.83,7.82,3.82,0.52,0.74,0.55,0.11,7.94,67.18,,
2022,11,21,3.2,3.53,3.62,1.79,0.62,0.57,0.12,6.96,57.04,,
2022,11,22,3.58,7.15,3.56,0.59,0.71,0.54,0.11,7.38,63.5,,
2022,11,23,3.22,4.29,3.52,1.4,0.64,0.5,0.1,7.06,58.59,,
2022,11,24,3.72,8,3.69,0.47,0.74,0.58,0.12,7.63,65.41,,
2022,11,25,3.47,6.23,3.62,0.89,0.7,0.6,0.12,7.42,62.21,,
2022,11,26,3.48,7.13,3.51,0.6,0.7,0.59,0.12,7.38,62.8,,
2022,11,27,3.24,5.63,3.45,1.02,0.66,0.51,0.1,6.8,57.67,,
2022,11,28,3.36,6.9,3.38,0.6,0.7,0.47,0.09,7.05,60.63,,
2022,11,29,3.5,7.61,3.47,0.48,0.73,0.48,0.09,7.23,62.25,,
2022,11,30,3.25,6.29,3.23,0.77,0.68,0.46,0.09,6.83,58.59,,
2022,12,1,1.54,0.93,3.28,1.15,0.32,0.31,0.06,4.06,29.31,,
2022,12,2,1.88,1.67,3.32,1.23,0.4,0.34,0.07,4.59,34.69,,
2022,12,3,1.43,0.81,3.11,1.12,0.3,0.28,0.05,3.8,27.52,,
2022,12,4,2.16,3.4,3.28,0.81,0.46,0.34,0.07,5.01,39.94,,
2022,12,5,3.03,6.02,3.34,0.67,0.65,0.42,0.09,6.55,55.08,,
2022,12,6,3.22,6.82,3.34,0.59,0.69,0.43,0.09,6.78,57.91,,
2022,12,7,2.88,5.56,3.35,0.85,0.62,0.38,0.08,6.17,51.38,,
2022,12,8,2.67,4.15,3.29,1.13,0.58,0.38,0.08,5.84,47.91,,
2022,12,9,3.26,7.11,3.29,0.57,0.71,0.42,0.09,6.84,58.84,,
2022,12,10,1.41,1.35,3.12,0.93,0.3,0.24,0.05,3.62,26.6,,
2022,12,11,2.65,5.41,3.31,0.75,0.58,0.37,0.07,5.76,47.96,,
2022,12,12,2.23,3.72,3.27,0.92,0.49,0.29,0.05,4.98,40.2,,
2022,12,13,2.88,6.03,3.3,0.7,0.63,0.35,0.07,6.05,51.12,,
2022,12,14,3.17,7.02,3.24,0.57,0.7,0.43,0.09,6.51,56.21,,
2022,12,15,2.35,1.69,3.03,1.69,0.52,0.4,0.08,5.3,42.55,,
2022,12,16,2.9,5.47,3.17,0.8,0.64,0.39,0.08,5.76,49.45,,
2022,12,17,1.85,1.19,3.18,1.45,0.41,0.3,0.06,4.33,32.74,,
2022,12,18,1.82,2.71,3.16,0.82,0.41,0.26,0.05,4.09,32.02,,
2022,12,19,2.17,3.06,3.17,1.01,0.48,0.32,0.06,4.76,38.16,,
2022,12,20,1.59,2.06,3.12,0.83,0.35,0.27,0.05,3.88,29.3,,
2022,12,21,2,3.18,3.13,0.83,0.45,0.31,0.06,4.68,36.95,,
2022,12,22,1.71,1.61,3.05,1.17,0.38,0.29,0.06,4.2,31.79,,
2022,12,23,2.3,3.8,3.08,0.91,0.51,0.35,0.07,5.11,41.75,,
2022,12,24,2.01,3.11,3.14,0.91,0.45,0.34,0.07,4.69,36.9,,
2022,12,25,1.96,1.94,3.11,1.24,0.43,0.35,0.07,4.57,35.53,,
2022,12,26,1.6,0.71,3.08,1.35,0.35,0.3,0.06,4.08,29.7,,
2022,12,27,0.49,0.41,2.97,0.36,0.11,0.1,0.02,1.43,9.52,,
2022,12,28,3.01,5.87,3.28,0.88,0.66,0.41,0.09,6.33,53.33,,
2022,12,29,1.06,0.63,3.04,0.83,0.23,0.19,0.04,2.93,20.51,,
2022,12,30,1.9,2.48,3.07,1.12,0.41,0.33,0.07,4.71,36.12,,
2022,12,31,1.04,0.65,3.1,0.81,0.23,0.22,0.05,2.92,20.38,,
2023,1,1,2.33,4.36,3.28,0.77,0.51,0.31,0.06,5.13,41.79,,
2023,1,2,1.09,0.58,3.17,0.9,0.23,0.2,0.04,2.9,20.53,,
2023,1,3,2.66,3.51,3.21,1.33,0.57,0.4,0.08,5.91,47.84,,
2023,1,4,2.03,1.48,3.12,1.47,0.44,0.32,0.06,4.97,37.91,,
2023,1,5,2.17,3.41,3.25,0.94,0.46,0.33,0.07,5.05,40.19,,
2023,1,6,3.34,7.22,3.35,0.62,0.71,0.41,0.08,6.95,60.05,,
2023,1,7,2.02,1.21,3.27,1.52,0.43,0.33,0.07,4.86,36.7,,
2023,1,8,1.88,1.82,3.16,1.15,0.4,0.32,0.06,4.6,35.17,,
2023,1,9,0.55,0.37,3.19,0.43,0.12,0.12,0.02,1.64,10.8,,
2023,1,10,2.21,2.98,3.38,1.04,0.46,0.34,0.07,5.15,40.74,,
2023,1,11,1.66,0.82,3.13,1.36,0.34,0.26,0.05,4.35,31.62,,
2023,1,12,2.57,1.55,3.33,1.92,0.53,0.42,0.09,6,47,,
2023,1,13,2,1.23,3.32,1.54,0.41,0.35,0.07,4.97,37.2,,
2023,1,14,0.63,0.38,3.35,0.49,0.12,0.12,0.02,1.88,12.61,,
2023,1,15,1.53,0.65,3.48,1.27,0.3,0.27,0.05,4.12,29.3,,
2023,1,16,2.53,4.15,3.52,0.94,0.51,0.34,0.07,5.69,46.03,,
2023,1,17,2.48,3.51,3.59,1.2,0.49,0.3,0.06,5.62,44.57,,
2023,1,18,3.44,6.33,3.59,0.8,0.68,0.41,0.08,7.22,61.05,,
2023,1,19,2.26,2.74,3.59,1.21,0.45,0.3,0.06,5.23,40.76,,
2023,1,20,3.72,7.84,3.79,0.61,0.73,0.44,0.09,7.69,65.54,,
2023,1,21,3.91,8.51,3.86,0.48,0.76,0.5,0.1,8.2,68.56,,
2023,1,22,2.99,4.83,3.82,1.01,0.57,0.46,0.09,6.9,54.49,,
2023,1,23,4.01,8.81,3.96,0.43,0.77,0.57,0.12,8.6,71.38,,
2023,1,24,4.01,8.6,3.96,0.47,0.76,0.56,0.11,8.52,70.97,,
2023,1,25,3.95,8.27,3.9,0.5,0.73,0.55,0.11,8.46,70.62,,
2023,1,26,4.04,8.61,3.99,0.44,0.75,0.55,0.11,8.72,72.45,,
2023,1,27,4.04,8.38,4,0.5,0.74,0.56,0.11,8.73,72.57,,
2023,1,28,3.96,7.82,3.95,0.6,0.72,0.6,0.12,8.59,71.23,,
2023,1,29,2.79,4.25,4.08,1.08,0.5,0.48,0.09,6.54,51.26,,
2023,1,30,2.41,3.22,3.99,1.11,0.43,0.39,0.08,5.62,43.82,,
2023,1,31,4.26,8.56,4.3,0.53,0.76,-999,0.12,8.91,74.44,,
2023,2,1,4.31,8.91,4.26,0.47,0.76,0.68,0.14,9.11,76.41,,
2023,2,2,2.85,1.47,4.13,2.21,0.49,0.55,0.11,6.78,52.12,,
2023,2,3,3.27,2.81,4.19,2.09,0.56,0.59,0.12,7.54,59.2,,
2023,2,4,3.6,4.1,4.1,1.76,0.62,0.61,0.12,8.23,66.29,,
2023,2,5,3.69,6.25,4.37,0.92,0.62,0.68,0.14,8.38,67.48,,
2023,2,6,3.21,4.29,4.44,1.54,0.54,0.57,0.12,7.55,58.53,,
2023,2,7,4.36,7.38,4.47,0.87,0.73,0.68,0.14,9.56,78.63,,
2023,2,8,4.46,8.6,4.44,0.54,0.73,0.71,0.14,9.69,80.63,,
2023,2,9,4.51,8.57,4.46,0.56,0.73,0.72,0.14,9.67,80.83,,
2023,2,10,4.09,4.77,4.51,1.71,0.66,0.75,0.15,9.13,73.6,,
2023,2,11,4.02,5.93,4.61,1.23,0.64,0.68,0.13,9.05,72.45,,
2023,2,12,3.88,4.67,4.43,1.61,0.62,0.58,0.12,8.72,70.44,,
2023,2,13,4.57,7.9,4.61,0.7,0.72,0.73,0.15,10.12,83.19,,
2023,2,14,4.05,5.17,4.9,1.42,0.63,0.71,0.14,9.34,72.89,,
2023,2,15,5.08,9.96,5.03,0.45,0.79,0.73,0.14,10.87,89.09,,
2023,2,16,4.1,2.73,4.99,2.74,0.62,0.73,0.15,9.31,72.92,,
2023,2,17,4.26,3.88,4.87,2.28,0.65,0.73,0.15,9.52,75.84,,
2023,2,18,4.9,8.38,4.88,0.77,0.73,0.8,0.16,10.6,87.35,,
2023,2,19,4.93,8.4,4.88,0.71,0.73,0.79,0.16,10.62,87.64,,
2023,2,20,4.5,5.48,4.95,1.7,0.66,0.77,0.16,10.17,81.37,,
2023,2,21,4.07,3.02,4.83,2.43,0.59,0.81,0.16,9.59,74.45,,
2023,2,22,3.73,5.26,5.21,1.4,0.54,0.7,0.14,8.56,67.38,,
2023,2,23,3.98,4.55,5.24,1.59,0.57,0.66,0.13,9.38,72.63,,
2023,2,24,1.16,0.52,5,0.91,0.16,0.25,0.05,3.52,23.82,,
2023,2,25,2.52,2.05,5.32,1.55,0.36,0.45,0.09,6.52,47.81,,
2023,2,26,4.32,5.4,5.24,1.46,0.6,0.68,0.13,10.07,78.92,,
2023,2,27,3.6,3.34,5.32,1.92,0.5,0.82,0.16,8.87,66.86,,
2023,2,28,3.67,3.1,5.26,2.03,0.51,0.77,0.16,9.02,68.13,,
2023,3,1,4.37,5.46,5.63,1.66,0.59,0.8,0.16,10.21,78.98,,
2023,3,2,5.69,9.86,5.67,0.59,0.77,0.93,0.19,12.6,101.89,,
2023,3,3,5.54,8.73,5.54,0.83,0.74,1.12,0.23,12.36,99.96,,
2023,3,4,3.73,3.44,5.53,1.81,0.49,0.87,0.17,8.95,67.67,,
2023,3,5,3.48,1.83,5.63,2.52,0.46,0.86,0.17,8.94,65.38,,
2023,3,6,4.83,6.57,5.84,1.39,0.63,1.02,0.2,11.18,87.55,,
2023,3,7,5.4,7.16,5.97,1.6,0.7,1.11,0.23,12.48,97.37,,
2023,3,8,5.03,4.49,5.98,2.46,0.65,1.08,0.22,12.02,91.77,,
2023,3,9,4.32,5.11,5.78,1.51,0.55,1.09,0.22,10.55,80.91,,
2023,3,10,1.6,0.75,5.61,1.2,0.2,0.52,0.1,4.88,33.23,,
2023,3,11,3.95,3.3,5.68,2.15,0.49,1.07,0.21,10.08,75.62,,
2023,3,12,4.9,4.46,5.73,2.4,0.61,1.2,0.24,11.76,91.24,,
2023,3,13,5.21,5.54,5.71,2.02,0.64,1.23,0.24,12.33,97.2,,
2023,3,14,2.02,0.89,5.69,1.48,0.25,0.64,0.12,5.96,41.31,,
2023,3,15,3.94,3.45,6.1,2.21,0.48,0.98,0.2,10.01,74.27,,
2023,3,16,5.08,5.78,6.13,1.99,0.61,1.09,0.22,12.02,93.27,,
2023,3,17,5.53,5.79,6.15,2.21,0.66,1.33,0.27,12.76,100.11,,
2023,3,18,5.03,5.2,6.3,2.07,0.6,1.21,0.24,11.78,91.35,,
2023,3,19,3.23,2.42,6.07,1.81,0.38,0.93,0.19,8.46,61.54,,
2023,3,20,4.35,1.96,6.4,3.07,0.51,1.38,0.27,11.27,82.11,,
2023,3,21,3.75,3.06,6.44,1.78,0.44,1.15,0.23,9.91,72.14,,
2023,3,22,3.48,1.69,6.32,2.5,0.41,0.85,0.17,9.2,66.66,,
2023,3,23,3.92,3,6.43,2.24,0.45,0.83,0.16,9.87,73.35,,
2023,3,24,5.83,6.9,6.8,1.77,0.66,1.23,0.24,13.63,104.98,,
2023,3,25,6.13,7.72,6.76,1.83,0.7,1.36,0.27,14,110.08,,
2023,3,26,6.62,9.28,6.91,1.17,0.74,1.52,0.3,15.23,119.29,,
2023,3,27,6.5,7.67,6.87,1.89,0.73,1.55,0.31,14.84,116.45,,
2023,3,28,4.46,3.82,6.59,2.29,0.49,1.22,0.24,11.05,82.98,,
2023,3,29,5.24,4.86,6.91,2.15,0.58,1.49,0.3,13.02,97.48,,
2023,3,30,5.06,4.27,6.89,2.49,0.55,1.27,0.26,12.45,93.72,,
