-BEGIN HEADER-,,,,,,,,,,,Phoenix
2017,4,30,8.42,11.39,8.5,0.82,0.79,-999,0.47,20.01,151.26
2017,5,1,8.36,11.36,8.41,0.78,0.78,2.41,0.48,19.93,151.32
2017,5,2,8.11,10.14,8.28,1.25,0.76,2.44,0.48,19.52,148.37
2017,5,3,8.19,10.75,8.24,0.98,0.76,2.48,0.49,19.93,151.35
2017,5,4,8.27,10.95,8.32,0.86,0.77,2.45,0.48,19.91,151.68
2017,5,5,8.03,9.88,8.22,1.11,0.74,2.44,0.48,19.39,147.71
2017,5,6,8.17,9.87,8.27,1.38,0.75,2.48,0.48,19.4,148.66
2017,5,7,6.64,6.65,8.42,2.21,0.61,1.91,0.38,16.32,121.84
2017,5,8,7.24,7.11,8.21,2.05,0.66,1.8,0.36,17.62,133.23
2017,5,9,6.16,5.07,8.16,2.86,0.56,1.71,0.34,15.52,115.77
2017,5,10,7.42,8.05,8.16,2.08,0.68,1.99,0.4,18.1,138.32
2017,5,11,8.11,10.13,8.15,1.1,0.73,2.38,0.47,19.95,152.43
2017,5,12,7.98,8.42,8.33,2.24,0.73,2.53,0.5,19.69,149.32
2017,5,13,8.55,11.41,8.64,0.83,0.77,2.67,0.52,20.7,156.37
2017,5,14,7.05,4.38,8.59,4.16,0.63,2.24,0.45,17.52,130.61
2017,5,15,8.51,11.09,8.65,1,0.77,2.63,0.52,20.61,155.62
2017,5,16,8.03,9.21,8.62,1.55,0.72,2.16,0.43,19.51,146.71
2017,5,17,8.4,10.76,8.44,1,0.75,2.23,0.45,20.55,156.12
2017,5,18,8.76,11.93,8.82,0.77,0.78,2.39,0.48,20.94,158.38
2017,5,19,8.85,12.49,8.92,0.65,0.79,2.45,0.48,21.28,160.22
2017,5,20,8.7,11.83,8.79,0.86,0.77,-999,0.48,20.8,158.23
2017,5,21,8.69,11.77,8.74,0.82,0.77,2.48,0.49,20.97,158.95
2017,5,22,8.58,11.19,8.69,0.96,0.77,2.36,0.47,20.57,156.6
2017,5,23,8.73,11.8,8.79,0.8,0.77,2.34,0.47,20.95,159.04
2017,5,24,8.36,10.23,8.72,1.24,0.74,2.37,0.48,20.3,153.15
2017,5,25,8.18,6.96,8.96,3.23,0.73,2.41,0.48,19.53,147.01
2017,5,26,8.87,11.94,8.97,0.84,0.78,2.52,0.5,21.09,159.75
2017,5,27,8.75,11.86,8.84,0.8,0.77,2.52,0.5,21.18,160.35
2017,5,28,8.74,11.46,8.89,1.01,0.77,-999,0.48,20.7,157.8
2017,5,29,8.18,7.36,9.29,3.18,0.72,2.23,0.45,18.7,141.31
2017,5,30,7.84,6.88,8.5,3.07,0.69,2.27,0.45,18.7,143.91
2017,5,31,7.66,6.77,8.4,2.68,0.67,2.32,0.46,19.11,144.35
2017,6,1,8.69,10.77,8.78,1.08,0.77,2.47,0.49,20.87,158.73
2017,6,2,8.6,10.96,8.65,1.07,0.75,2.41,0.48,20.71,158.4
2017,6,3,8.57,10.84,8.63,1.08,0.75,2.4,0.48,20.66,158.11
2017,6,4,8.54,10.78,8.6,1.13,0.75,2.55,0.51,20.71,158.27
2017,6,5,8.65,11.18,8.72,1,0.76,2.75,0.54,21.05,160.12
2017,6,6,8.24,8.54,8.58,2.14,0.72,2.77,0.54,20.06,152.91
2017,6,7,8.43,9.15,8.72,2.03,0.73,2.69,0.52,19.82,152.47
2017,6,8,7.9,7.15,8.58,3.02,0.69,2.59,0.51,19.18,146.55
2017,6,9,8.8,11.62,8.87,0.95,0.77,2.81,0.55,21.26,161.42
2017,6,10,8.69,11.65,8.78,0.94,0.76,2.89,0.56,21.73,163.53
2017,6,11,8.83,12.11,8.9,0.78,0.77,2.86,0.56,21.8,164.23
2017,6,12,9.07,12.71,9.14,0.65,0.79,2.84,0.55,21.93,164.99
2017,6,13,9.07,12.46,9.21,0.88,0.79,-999,0.52,21.2,161.49
2017,6,14,9.13,12.55,9.2,0.76,0.8,2.81,0.55,21.64,163.65
2017,6,15,9.18,12.38,9.26,0.88,0.8,3.02,0.59,21.36,162.29
2017,6,16,9.14,12.47,9.2,0.82,0.8,3.01,0.58,21.39,162.61
2017,6,17,8.9,11.99,8.97,0.82,0.77,2.91,0.56,21.3,161.91
2017,6,18,8.54,10.96,8.6,1.02,0.74,-999,0.52,20.45,157.61
2017,6,19,8.33,9.81,8.46,1.49,0.73,2.55,0.5,19.67,152.85
2017,6,20,8,8.78,8.3,1.85,0.7,2.56,0.5,19.12,148.31
2017,6,21,8.09,8.83,8.26,1.68,0.7,2.59,0.5,18.95,147.95
2017,6,22,8.41,10.43,8.47,1.16,0.73,2.75,0.53,20.4,156.86
2017,6,23,8.53,10.64,8.61,1.15,0.74,2.8,0.55,20.53,157.6
2017,6,24,7.99,8.85,8.31,1.81,0.7,2.65,0.52,19.07,148.23
2017,6,25,8.09,9.42,8.17,1.4,0.7,2.75,0.53,19.55,151.91
2017,6,26,8.37,10.54,8.43,1.1,0.73,2.91,0.56,20.74,158.57
2017,6,27,8.76,11.41,8.84,0.97,0.77,3.01,0.58,21.32,161.41
2017,6,28,8.93,12.22,8.99,0.75,0.78,3,0.58,21.65,163.5
2017,6,29,8.89,12.01,8.96,0.81,0.77,2.93,0.57,21.45,162.38
2017,6,30,8.69,11.23,8.8,0.99,0.76,-999,0.57,21.12,159.68
2017,7,1,8.81,11.64,8.89,0.9,0.77,2.85,0.55,21.15,160.54
2017,7,2,8.48,10.73,8.54,1.09,0.74,2.89,0.56,20.84,158.95
2017,7,3,8.18,9.97,8.24,1.21,0.72,2.8,0.55,20.62,157.29
2017,7,4,8.49,10.77,8.55,1.05,0.74,2.84,0.55,20.88,158.98
2017,7,5,8.28,10.39,8.34,1.06,0.73,2.88,0.55,20.84,158.34
2017,7,6,8.23,10.12,8.3,1.16,0.73,2.94,0.56,20.56,156.84
2017,7,7,8.1,9.35,8.26,1.4,0.71,2.77,0.54,19.91,152.73
2017,7,8,7.66,7.73,8.12,1.71,0.67,2.67,0.52,19.34,146.64
2017,7,9,7.81,8.63,7.99,1.6,0.69,2.72,0.53,19.87,151.55
2017,7,10,7.98,9.26,8.18,1.22,0.7,2.88,0.55,20.62,155.23
2017,7,11,6.84,5.19,8.07,3.29,0.6,2.49,0.49,18.05,134.76
2017,7,12,8.01,9.7,8.12,1.21,0.71,2.91,0.56,20.51,155.56
2017,7,13,7.89,9.26,8.1,1.35,0.7,2.95,0.57,20.33,153.61
2017,7,14,7.89,9.03,8.1,1.22,0.7,2.98,0.57,20.31,153.36
2017,7,15,7.8,8.91,7.98,1.29,0.7,2.96,0.57,20.13,152.44
2017,7,16,7.45,7.96,7.93,1.67,0.66,2.84,0.55,19.46,146.45
2017,7,17,6.11,5.1,7.92,2.62,0.55,2.34,0.46,16.61,121.98
2017,7,18,7.2,6.69,7.84,2,0.64,2.64,0.52,18.77,140.92
2017,7,19,6.34,5.27,7.89,2.52,0.57,2.35,0.46,16.91,125.48
2017,7,20,7.25,7.77,7.92,1.73,0.65,2.72,0.52,18.86,142.12
2017,7,21,7.36,8.04,7.93,1.57,0.66,2.77,0.53,19.14,143.84
2017,7,22,7.31,8.03,7.96,1.53,0.66,2.77,0.54,19.13,143.27
2017,7,23,7.18,6.71,7.91,2.1,0.65,2.8,0.54,19.01,141.18
2017,7,24,3.54,2.17,7.62,2.2,0.32,1.39,0.27,10.1,72.75
2017,7,25,6.82,6.49,7.94,2.23,0.62,2.57,0.5,18.02,133.77
2017,7,26,7.77,9.03,8.06,1.53,0.7,2.8,0.55,19.91,150.14
2017,7,27,7.6,8.3,7.89,1.68,0.69,2.73,0.53,19.3,146.62
2017,7,28,5.84,4.21,7.82,2.9,0.53,2.24,0.45,15.89,116.38
2017,7,29,6.12,4.68,7.74,2.46,0.56,2.42,0.47,16.5,121.24
2017,7,30,5.98,4.85,7.65,2.51,0.55,2.25,0.45,15.97,118.59
2017,7,31,6.97,6.9,7.78,1.97,0.64,2.56,0.5,18.3,136.7
2017,8,1,5.77,4.39,7.69,2.65,0.53,2.15,0.42,15.59,114.77
2017,8,2,4.51,2.05,7.56,2.88,0.41,1.88,0.38,13.06,92.23
2017,8,3,6.23,5.46,7.66,2.02,0.58,2.46,0.48,16.84,123.91
2017,8,4,7.61,9.74,7.79,0.99,0.7,2.8,0.54,19.75,148.95
2017,8,5,7.71,9.87,7.91,1.08,0.72,2.77,0.54,19.67,148.52
2017,8,6,7.7,10.13,7.97,0.98,0.72,2.73,0.53,19.5,147.3
2017,8,7,8.09,10.88,8.12,0.84,0.76,2.8,0.54,19.88,151.05
2017,8,8,8.01,10.71,8.04,0.87,0.75,2.78,0.54,19.7,149.94
2017,8,9,7.79,10,7.83,0.99,0.73,2.83,0.55,19.6,148.8
2017,8,10,5.91,5.37,7.49,2.43,0.55,2.18,0.43,15.66,116.9
2017,8,11,6.6,6.41,7.55,2.21,0.62,2.45,0.48,17.45,130.03
2017,8,12,7.16,8.15,7.52,1.41,0.68,2.66,0.52,18.75,140.67
2017,8,13,7.43,9.32,7.52,0.99,0.71,2.72,0.52,19.26,145.43
2017,8,14,7.72,10.49,7.77,0.82,0.74,2.74,0.53,19.54,147.81
2017,8,15,8.01,10.93,8.04,0.86,0.77,2.6,0.51,19.42,147.58
2017,8,16,7.85,10.94,7.87,0.69,0.76,2.51,0.49,19.48,147.69
2017,8,17,7.92,11.02,7.95,0.71,0.77,2.57,0.5,19.4,147.03
2017,8,18,7.82,10.68,7.87,0.78,0.76,2.62,0.51,19.22,145.65
2017,8,19,7.43,9.46,7.57,1.2,0.73,2.56,0.5,18.59,141.22
2017,8,20,5.56,4.75,7.31,2.66,0.55,1.95,0.39,14.59,108.88
2017,8,21,7.15,8.55,7.52,1.51,0.7,2.45,0.48,17.91,135.62
2017,8,22,7.25,9.4,7.44,1.13,0.72,2.51,0.48,18.19,138.29
2017,8,23,6.8,8.02,7.21,1.31,0.67,2.45,0.48,17.35,131.48
2017,8,24,7.31,9.75,7.32,0.92,0.73,2.48,0.48,18.34,139.94
2017,8,25,7.32,9.94,7.43,0.9,0.73,2.41,0.47,18.2,138.45
2017,8,26,6.52,7.9,7.25,1.33,0.66,2.2,0.43,16.65,125.62
2017,8,27,7.12,9.1,7.24,1.05,0.72,2.39,0.47,17.97,136.45
2017,8,28,7.07,8.98,7.09,1.05,0.72,2.35,0.46,17.7,135.33
2017,8,29,7.07,9.33,7.07,1.01,0.72,2.3,0.45,17.66,135.45
2017,8,30,7.04,9.3,7.02,1.01,0.72,2.2,0.44,17.45,134.33
2017,8,31,7.15,9.59,7.21,1,0.73,-999,0.45,17.36,133.4
2017,9,1,7.08,9.33,7.12,1,0.73,2.24,0.44,17.24,132.61
2017,9,2,5.61,4.69,6.72,2.49,0.58,1.92,0.38,14.38,108.95
2017,9,3,6.2,6.18,6.66,2.06,0.65,2.09,0.41,15.65,120.1
2017,9,4,6.7,8.16,6.72,1.31,0.7,2.16,0.42,16.31,127
2017,9,5,6.57,7.83,6.58,1.39,0.7,2.05,0.41,15.96,124.72
2017,9,6,6.49,7.69,6.48,1.44,0.69,1.92,0.38,15.44,122.09
2017,9,7,6.1,6.68,6.29,1.6,0.65,1.8,0.36,14.44,114.85
2017,9,8,4.51,3.25,6.22,2.43,0.48,1.43,0.28,11.3,86.95
2017,9,9,4.95,3,6.32,2.92,0.53,1.66,0.33,12.88,96.66
2017,9,10,6.63,9.14,6.62,0.93,0.72,2.05,0.41,16.51,127.18
2017,9,11,6.57,8.84,6.61,1.08,0.71,2.08,0.41,16.19,124.99
2017,9,12,6.35,8.21,6.48,1.17,0.7,2.05,0.41,15.77,121.52
2017,9,13,6.11,7.98,6.54,1.24,0.67,2.02,0.39,15.29,117.08
2017,9,14,6.36,8.45,6.6,1.19,0.7,2.01,0.4,15.59,120.05
2017,9,15,6.83,10.27,6.8,0.69,0.76,1.98,0.39,16.28,125.84
2017,9,16,6.74,10.22,6.74,0.67,0.76,1.91,0.38,16.2,124.95
2017,9,17,6.79,10.47,6.76,0.62,0.77,1.87,0.38,16.17,124.84
2017,9,18,6.78,10.52,6.77,0.6,0.77,1.88,0.38,16.08,124.09
2017,9,19,6.76,10.26,6.75,0.72,0.77,1.91,0.38,15.83,122.53
2017,9,20,6.62,10.34,6.6,0.62,0.76,1.95,0.38,15.94,122.94
2017,9,21,6.53,9.92,6.51,0.68,0.75,2,0.39,15.72,121.35
2017,9,22,6.58,10.19,6.58,0.68,0.77,1.94,0.38,15.64,120.73
2017,9,23,6.61,10.41,6.62,0.62,0.77,1.71,0.34,15.33,119
2017,9,24,6.7,10.65,6.68,0.59,0.79,1.62,0.33,15.37,119.28
2017,9,25,6.49,9.68,6.58,0.94,0.77,1.59,0.32,14.99,116.32
2017,9,26,5.57,5.8,6.46,2.22,0.66,1.42,0.28,13.12,100.54
2017,9,27,6.52,10.19,6.5,0.66,0.78,1.5,0.3,14.58,114.72
2017,9,28,6.39,9.9,6.38,0.71,0.77,1.51,0.3,14.4,113.38
2017,9,29,6.26,9.75,6.24,0.71,0.77,1.59,0.32,14.32,112.77
2017,9,30,6.19,9.7,6.16,0.67,0.76,1.61,0.32,14.34,112.55
2017,10,1,6.18,9.97,6.17,0.59,0.77,1.64,0.33,14.48,112.99
2017,10,2,6.12,9.95,6.12,0.59,0.77,1.62,0.32,14.32,111.9
2017,10,3,5.98,9.5,5.99,0.68,0.75,-999,0.3,13.97,109.9
2017,10,4,5.94,9.3,5.93,0.73,0.75,1.62,0.32,13.8,108.55
2017,10,5,5.86,9.26,5.83,0.71,0.74,1.65,0.33,13.71,107.98
2017,10,6,6.12,10.2,6.11,0.61,0.78,-999,0.31,13.76,108.59
2017,10,7,6.14,10.28,6.14,0.62,0.79,-999,0.3,13.57,107.3
2017,10,8,5.78,8.84,5.77,0.88,0.75,-999,0.28,13.12,104.2
2017,10,9,5.81,9.05,5.79,0.8,0.77,1.41,0.28,13.13,103.96
2017,10,10,5.65,8.47,5.72,1.11,0.75,1.38,0.27,12.8,101.41
2017,10,11,5.65,8.96,5.67,0.81,0.75,1.48,0.3,12.91,102.03
2017,10,12,5.66,9.27,5.65,0.7,0.76,1.49,0.3,12.83,101.67
2017,10,13,5.59,9.38,5.56,0.64,0.76,1.5,0.3,12.84,101.73
2017,10,14,5.54,9.49,5.53,0.62,0.76,-999,0.28,12.68,100.86
2017,10,15,5.64,9.8,5.6,0.59,0.77,1.44,0.29,12.63,100.49
2017,10,16,5.36,8.79,5.37,0.82,0.74,1.39,0.27,12.27,97.67
2017,10,17,4.81,5.38,5.2,1.93,0.67,1.28,0.25,11.46,89.46
2017,10,18,4.28,4.82,5.1,1.89,0.6,1.12,0.22,10.42,80.6
2017,10,19,5.08,7.92,5.14,0.82,0.72,1.19,0.24,11.73,93.43
2017,10,20,5.04,7.65,5,0.92,0.72,1.15,0.23,11.66,93.12
2017,10,21,5.07,7.79,5.11,0.95,0.73,1.13,0.23,11.49,92.02
2017,10,22,5.21,9.17,5.18,0.59,0.76,1.16,0.23,11.76,94.3
2017,10,23,5.17,9.37,5.13,0.54,0.76,1.14,0.23,11.71,93.98
2017,10,24,5.19,9.54,5.15,0.52,0.77,1.16,0.23,11.66,93.59
2017,10,25,5.02,8.54,4.98,0.78,0.75,1.12,0.23,11.2,90.53
2017,10,26,4.96,8.71,4.91,0.65,0.75,1.16,0.23,11.19,90.28
2017,10,27,5.09,9.62,5.04,0.47,0.77,1.14,0.23,11.35,91.34
2017,10,28,4.97,9.38,4.92,0.47,0.76,1.14,0.23,11.23,90.34
2017,10,29,4.9,9.13,4.85,0.53,0.76,1.09,0.22,10.95,88.56
2017,10,30,3.62,3.64,4.62,1.77,0.56,0.91,0.18,8.88,67.75
2017,10,31,3.58,3.55,4.58,2,0.56,0.81,0.16,8.61,66.71
2017,11,1,4.58,8.02,4.58,0.66,0.73,0.95,0.2,10.41,84.24
2017,11,2,4.29,7.29,4.55,0.94,0.69,0.9,0.18,9.9,79.34
2017,11,3,3.52,2.53,4.44,2.45,0.56,0.83,0.16,8.59,66.08
2017,11,4,3.58,4.23,4.42,1.54,0.58,0.88,0.18,8.62,66.89
2017,11,5,3.72,4.97,4.43,1.54,0.61,0.97,0.19,8.88,69.35
2017,11,6,4.11,5.86,4.36,1.13,0.68,1.02,0.2,9.62,76.58
2017,11,7,2.52,1.08,4.26,1.96,0.41,0.75,0.15,6.76,48.62
2017,11,8,4.18,6.78,4.31,0.92,0.7,0.93,0.19,9.64,77.6
2017,11,9,4.37,8.65,4.31,0.49,0.73,0.91,0.19,9.81,80.32
2017,11,10,4.31,8.25,4.3,0.62,0.73,0.86,0.17,9.55,78.24
2017,11,11,4.42,8.69,4.36,0.54,0.76,0.89,0.18,9.52,78.31
2017,11,12,3.59,3.92,4.11,1.72,0.62,0.87,0.17,8.38,66.39
2017,11,13,3.63,3.84,4.09,1.78,0.63,0.86,0.17,8.4,66.74
2017,11,14,3.86,5.53,4.14,1.32,0.68,0.92,0.18,8.71,70.2
2017,11,15,3.52,4.09,4.08,1.61,0.62,0.9,0.17,8.13,64.38
2017,11,16,3.79,6.33,4.01,1.14,0.67,0.93,0.19,8.61,70.02
2017,11,17,2.21,0.97,3.93,1.77,0.4,0.65,0.12,5.74,41.84
2017,11,18,4.21,8.97,4.16,0.43,0.76,0.77,0.16,9.05,75.01
2017,11,19,4.2,8.89,4.17,0.45,0.77,0.75,0.15,8.91,73.94
2017,11,20,3.58,3.44,4.03,1.94,0.66,0.77,0.16,8.33,65.31
2017,11,21,3.45,3.46,3.91,1.91,0.63,0.76,0.15,8.2,64.36
2017,11,22,3.98,8.25,3.94,0.49,0.74,0.73,0.15,8.85,72.38
2017,11,23,3.89,7.98,3.87,0.52,0.73,0.73,0.15,8.75,71.3
2017,11,24,3.87,7.84,3.86,0.55,0.73,0.75,0.15,8.58,70.35
2017,11,25,3.8,7.73,3.76,0.54,0.72,0.8,0.16,8.52,70.04
2017,11,26,3.88,7.99,3.84,0.51,0.74,0.83,0.16,8.57,70.27
2017,11,27,2.48,2.45,3.82,1.52,0.48,0.66,0.13,6.15,46.05
2017,11,28,3.53,5.4,3.84,1.3,0.68,0.75,0.15,7.98,63.84
2017,11,29,1.94,0.98,3.69,1.54,0.38,0.52,0.1,5.23,37.3
2017,11,30,1.6,0.7,3.57,1.34,0.31,0.45,0.09,4.56,31.59
2017,12,1,3.12,3.65,3.52,1.47,0.61,0.69,0.14,7.43,58.46
2017,12,2,3.01,4.3,3.48,1.2,0.59,0.64,0.13,7.1,56.37
2017,12,3,3.35,5.16,3.58,1.27,0.66,0.73,0.15,7.65,61.53
2017,12,4,3.53,5.69,3.82,1.15,0.7,0.76,0.15,7.76,62.24
2017,12,5,2.56,2.62,3.63,1.47,0.51,0.54,0.11,6.09,46.9
2017,12,6,3.63,7.56,3.58,0.56,0.73,0.57,0.12,7.86,65.43
2017,12,7,3.85,8.59,3.82,0.44,0.77,0.56,0.12,8.04,66.72
2017,12,8,3.82,8.66,3.76,0.41,0.77,0.54,0.11,7.98,66.68
2017,12,9,3.7,7.85,3.71,0.57,0.75,0.55,0.11,7.88,65.29
2017,12,10,2.69,1.53,3.69,2.05,0.55,0.47,0.09,6.35,48.27
2017,12,11,3.18,3.97,3.79,1.51,0.65,0.5,0.1,7.01,55.38
2017,12,12,3.2,5.21,3.66,1.09,0.66,0.51,0.1,7.09,57.05
2017,12,13,3.72,8.14,3.68,0.48,0.76,0.53,0.11,7.71,64.41
2017,12,14,3.58,7.55,3.53,0.57,0.73,0.48,0.09,7.53,63.14
2017,12,15,3.63,8.08,3.58,0.45,0.74,0.48,0.09,7.66,64.27
2017,12,16,2.51,2.24,3.49,1.69,0.52,0.41,0.09,5.94,45.57
2017,12,17,2.67,3.36,3.28,1.28,0.55,0.41,0.09,6.29,49.91
2017,12,18,3.49,7.36,3.44,0.61,0.72,0.46,0.09,7.48,62.7
2017,12,19,3.53,7.88,3.5,0.49,0.73,0.49,0.1,7.57,63.47
2017,12,20,3.5,7.49,3.48,0.57,0.72,0.5,0.1,7.55,62.95
2017,12,21,3.74,8.45,3.71,0.5,0.77,0.51,0.1,7.68,64.21
2017,12,22,3.64,8.29,3.63,0.49,0.75,0.49,0.1,7.72,64.25
2017,12,23,2.55,1.18,3.57,2.01,0.52,0.48,0.09,6.28,46.98
2017,12,24,3.38,6.22,3.48,0.89,0.7,0.56,0.12,7.48,61.45
2017,12,25,2.74,2.23,3.61,1.89,0.56,0.49,0.1,6.49,49.9
2017,12,26,3.33,5.55,3.55,1.1,0.68,0.55,0.11,7.28,59.44
2017,12,27,3.39,6.18,3.57,1.01,0.7,0.59,0.12,7.5,61.23
2017,12,28,3.67,8.36,3.63,0.45,0.75,0.55,0.11,7.8,65.09
2017,12,29,3.65,8.13,3.62,0.47,0.74,0.52,0.1,7.76,64.69
2017,12,30,3.58,7.75,3.57,0.5,0.73,0.52,0.1,7.72,64.27
2017,12,31,2.38,1.18,3.45,1.95,0.48,0.41,0.09,5.78,43.91
2018,1,1,3.46,5.82,3.66,1.07,0.7,0.52,0.1,7.52,61.42
2018,1,2,3.27,4.83,3.62,1.32,0.66,0.49,0.1,7.38,59.38
2018,1,3,2.9,2.78,3.67,1.69,0.59,0.47,0.09,6.68,51.89
2018,1,4,3.64,7.71,3.59,0.51,0.73,0.55,0.11,7.88,65.69
2018,1,5,3.66,7.62,3.64,0.54,0.73,0.55,0.11,7.94,65.87
2018,1,6,2.63,1.7,3.54,1.95,0.52,0.48,0.1,6.45,49.08
2018,1,7,3.15,3.34,3.67,1.77,0.62,0.59,0.12,7.32,57.54
2018,1,8,2.33,1.03,3.49,1.9,0.45,0.51,0.1,6,44.48
2018,1,9,2.52,3.26,3.52,1.12,0.49,0.52,0.11,6.23,48.01
2018,1,10,2.91,4.9,3.66,0.94,0.56,0.52,0.1,6.83,54.15
2018,1,11,3.86,8.61,3.79,0.44,0.74,0.62,0.12,8.34,69.35
2018,1,12,3.87,8.48,3.84,0.5,0.74,0.64,0.13,8.41,69.51
2018,1,13,4,8.82,3.95,0.46,0.77,0.61,0.12,8.61,70.66
2018,1,14,3.67,5.34,3.91,1.26,0.7,0.59,0.12,8.24,65.73
2018,1,15,3.79,6.78,3.85,0.86,0.72,0.62,0.12,8.36,68.22
2018,1,16,2.99,3.45,3.77,1.49,0.56,0.52,0.11,7.05,54.82
2018,1,17,3.95,8.21,3.91,0.54,0.73,0.61,0.12,8.69,71.21
2018,1,18,3.81,6.26,4.03,1.18,0.7,0.63,0.12,8.46,67.88
2018,1,19,3.97,8.02,3.93,0.62,0.73,0.67,0.13,8.82,71.98
2018,1,20,1.93,1.66,3.88,1.24,0.35,0.4,0.08,5.02,36.46
2018,1,21,4.25,8.83,4.27,0.63,0.77,0.61,0.12,9.05,73.79
2018,1,22,3.91,6.15,4.22,1.25,0.7,0.62,0.12,8.76,69.66
2018,1,23,4.31,9.23,4.26,0.44,0.77,0.65,0.13,9.38,76.34
2018,1,24,4.44,9.44,4.4,0.44,0.79,0.68,0.14,9.47,76.98
2018,1,25,4.22,7.65,4.3,0.82,0.74,0.7,0.14,9.14,73.89
2018,1,26,4.3,8.42,4.31,0.67,0.75,0.71,0.14,9.34,75.91
2018,1,27,4.36,8.57,4.33,0.55,0.76,0.67,0.13,9.47,77.08
2018,1,28,4.42,8.9,4.38,0.5,0.76,0.7,0.14,9.73,78.71
2018,1,29,4.5,9.05,4.46,0.54,0.77,0.7,0.14,9.76,79.28
2018,1,30,4.02,4.85,4.5,1.81,0.68,0.7,0.14,9.01,70.85
2018,1,31,4.45,8.29,4.43,0.66,0.75,0.72,0.15,9.73,78.95
2018,2,1,4.39,7.59,4.41,0.77,0.73,0.74,0.15,9.8,78.9
2018,2,2,4.08,4.97,4.43,1.86,0.67,0.76,0.16,9.27,73.71
2018,2,3,4.53,8.44,4.5,0.63,0.74,0.79,0.16,10.09,81.58
2018,2,4,4.6,8.54,4.59,0.68,0.74,0.79,0.16,10.33,82.89
2018,2,5,4.58,8.09,4.59,0.69,0.73,0.82,0.16,10.24,82.3
2018,2,6,4.7,8.69,4.64,0.63,0.75,0.84,0.17,10.52,84.13
2018,2,7,4.83,9.37,4.87,0.58,0.77,-999,0.16,10.74,85.43
2018,2,8,4.96,9.51,4.92,0.5,0.77,0.91,0.19,11.15,88.03
2018,2,9,4.98,9.37,4.94,0.59,0.77,0.96,0.2,11.2,88.45
2018,2,10,4.37,5.59,4.87,1.88,0.67,0.9,0.18,10.18,78.98
2018,2,11,4.92,8.82,4.88,0.64,0.75,0.96,0.2,11.18,88.51
2018,2,12,1.55,0.85,4.79,1.14,0.23,0.46,0.09,4.71,31.74
2018,2,13,3.29,1.8,4.81,2.39,0.49,0.79,0.16,8.64,63.21
2018,2,14,1.32,0.68,4.65,0.97,0.2,0.37,0.07,4.03,27.21
2018,2,15,3.42,2.42,4.76,2.23,0.51,0.88,0.17,8.9,65.74
2018,2,16,2.99,1.15,4.95,2.39,0.44,0.86,0.17,8.28,59.02
2018,2,17,4.32,4.01,5.1,2.33,0.62,1.06,0.21,10.74,81.02
2018,2,18,4.6,6.2,5.16,1.57,0.66,1.09,0.22,11.01,84.69
2018,2,19,3.82,3.92,5.27,1.83,0.55,0.96,0.19,9.46,70.76
2018,2,20,5.62,9.64,5.58,0.68,0.8,1.05,0.21,12.57,97.98
2018,2,21,5.33,7.8,5.53,1.29,0.75,0.97,0.2,12.18,94.36
2018,2,22,5.43,9.23,5.51,0.73,0.76,0.95,0.19,12.23,96.25
2018,2,23,3.94,4.89,5.49,1.46,0.55,0.8,0.16,9.53,71.64
2018,2,24,5.7,10.04,5.76,0.66,0.78,-999,0.2,12.72,99.38
2018,2,25,5.83,10.37,5.79,0.53,0.79,1.03,0.21,13.23,102.7
2018,2,26,5.71,9.94,5.78,0.65,0.77,-999,0.2,13.08,101.6
2018,2,27,4.85,6.97,5.67,1,0.65,0.96,0.2,11.59,88.08
2018,2,28,5.58,8.71,5.76,0.99,0.74,1.04,0.21,12.82,99.84
2018,3,1,5.85,9.51,5.84,0.84,0.77,1.21,0.24,13.52,104.68
2018,3,2,5.99,10.09,5.95,0.63,0.78,1.37,0.27,13.77,106.7
2018,3,3,6.03,10.18,5.99,0.57,0.78,1.54,0.3,14.13,108.77
2018,3,4,5.94,9.56,6.11,0.83,0.77,1.48,0.3,13.99,106.71
2018,3,5,6.2,10.12,6.23,0.77,0.79,1.55,0.31,14.34,109.98
2018,3,6,5.97,7.43,6.34,1.77,0.76,1.56,0.31,14.11,106.23
2018,3,7,4.05,1.77,6.15,3.06,0.51,1.12,0.22,10.52,76.23
2018,3,8,5.26,3.66,6.16,3.12,0.66,1.56,0.3,12.91,96.91
2018,3,9,5.87,7.83,6.07,1.2,0.73,1.62,0.32,14.28,108.79
2018,3,10,2,0.75,5.84,1.55,0.24,0.71,0.14,6.25,42.15
2018,3,11,5.03,6.24,6.02,1.47,0.61,1.45,0.29,12.84,96.01
2018,3,12,5.95,8.01,6.13,1.41,0.72,1.53,0.3,14.52,110.96
2018,3,13,4.35,1.61,6.19,3.35,0.52,1.35,0.27,11.73,84.06
2018,3,14,6.08,9.05,6.25,0.96,0.73,1.59,0.32,14.95,113.85
2018,3,15,4.95,5.79,6.43,1.91,0.59,1.23,0.25,12.45,92.38
2018,3,16,5.13,2.84,6.56,3.52,0.6,1.33,0.27,13.04,95.76
2018,3,17,6.59,10.06,6.61,0.8,0.77,1.59,0.32,15.59,119.3
2018,3,18,6.51,8.85,6.75,1.29,0.75,1.52,0.3,15.34,116.71
2018,3,19,6.74,9.13,6.87,1.14,0.77,1.52,0.3,15.75,119.63
2018,3,20,6.71,10.29,6.74,0.72,0.77,1.51,0.3,16.02,122.2
2018,3,21,5.5,4.67,6.57,3.12,0.62,1.5,0.3,13.66,103.09
